Epoch,Train Loss,Train Accuracy,Valid Loss,Valid Accuracy
1,1.9919109344482422,0.2289242446422577,13.71151065826416,0.08940909057855606
2,1.469787359237671,0.36669695377349854,1.4451565742492676,0.3408181667327881
3,1.3590275049209595,0.3888484835624695,4.694555282592773,0.22845454514026642
4,1.0586174726486206,0.5185757279396057,8.648784637451172,0.17977271974086761
5,0.8973376154899597,0.5714696645736694,18.421356201171875,0.09049999713897705
6,0.8483268618583679,0.5914999842643738,1.179184079170227,0.4628181755542755
7,0.8130024075508118,0.600151538848877,10.68857479095459,0.12936362624168396
8,0.801437497138977,0.6091060638427734,1.6744376420974731,0.430863618850708
9,0.7810381054878235,0.6180757284164429,1.481101155281067,0.4465000033378601
10,0.7734375,0.6196666359901428,1.0590147972106934,0.5288181900978088
11,0.7475733160972595,0.6308030486106873,1.1418287754058838,0.517409086227417
12,0.7351993322372437,0.6362121105194092,1.235642671585083,0.47754544019699097
13,0.7275294661521912,0.6421515345573425,0.8778409957885742,0.5760908722877502
14,0.7168266177177429,0.6458333134651184,1.439477562904358,0.49718180298805237
15,0.7059261798858643,0.6523939371109009,0.945986270904541,0.5569545030593872
16,0.6895996332168579,0.6629999876022339,0.7578259110450745,0.6355454325675964
17,0.6828255653381348,0.6679242253303528,1.7230240106582642,0.4333636164665222
18,0.6689389944076538,0.6794697046279907,0.7264043688774109,0.6622726917266846
19,0.6561167240142822,0.6836212277412415,1.471871256828308,0.5115454196929932
20,0.6383417844772339,0.6943484544754028,0.8328388929367065,0.6350454092025757
21,0.6118015646934509,0.7112120985984802,0.6768317818641663,0.6773181557655334
22,0.5941821336746216,0.7208333015441895,0.6712712049484253,0.701590895652771
23,0.592073380947113,0.7229848504066467,0.7047280073165894,0.6911817789077759
24,0.5705105662345886,0.7334545254707336,0.9805423617362976,0.5753181576728821
25,0.5671634078025818,0.737500011920929,1.0169425010681152,0.6016818284988403
26,0.5530052185058594,0.744787871837616,0.5661546587944031,0.7373181581497192
27,0.5453207492828369,0.7473030090332031,2.4830195903778076,0.3791363537311554
28,0.5388350486755371,0.7513939142227173,0.8247709274291992,0.6504545211791992
29,0.5441165566444397,0.7477121353149414,1.1712437868118286,0.5509999990463257
