Epoch,Train Loss,Train Accuracy,Valid Loss,Valid Accuracy
144,0.3927846848964691,0.8116515278816223,0.4763507843017578,0.7875454425811768
145,0.3861372172832489,0.8150606155395508,0.45983466506004333,0.7921363711357117
146,0.3892943859100342,0.8138333559036255,0.4664565324783325,0.7850908637046814
147,0.3863552212715149,0.8147878646850586,0.4782286286354065,0.7829999923706055
148,0.38837742805480957,0.8138181567192078,0.470012366771698,0.7896363139152527
149,0.3891855776309967,0.8141060471534729,0.47781452536582947,0.7824999690055847
150,0.38578924536705017,0.8162423968315125,0.47875580191612244,0.7856817841529846
151,0.38483768701553345,0.8165151476860046,0.5845892429351807,0.7539090514183044
152,0.3864486813545227,0.8146969676017761,0.47939181327819824,0.7885909080505371
153,0.384869784116745,0.8167424201965332,0.47706422209739685,0.7877727150917053
154,0.38599100708961487,0.8160908818244934,0.4617021381855011,0.7891817688941956
155,0.3856010437011719,0.8154696822166443,0.4698165953159332,0.785454511642456
156,0.38336095213890076,0.8180909156799316,0.4641653895378113,0.790045440196991
157,0.38398873805999756,0.8167878985404968,0.4699711799621582,0.7900909185409546
158,0.381574422121048,0.8179848194122314,0.4926489293575287,0.7862272262573242
159,0.3798942267894745,0.818363606929779,0.4811186194419861,0.7935000061988831
160,0.3833649456501007,0.8160757422447205,0.49371081590652466,0.7845454216003418
161,0.3835316598415375,0.8161969780921936,0.47501763701438904,0.78531813621521
162,0.38016989827156067,0.8183788061141968,0.4790847599506378,0.7831363677978516
163,0.38104555010795593,0.8179545402526855,0.4638383686542511,0.7944090962409973
164,0.378219336271286,0.8181211948394775,0.46819061040878296,0.7929545044898987
165,0.3817875385284424,0.8173484802246094,0.47138720750808716,0.793363630771637
166,0.3804098069667816,0.8179090619087219,0.486052930355072,0.7846817970275879
167,0.3779258728027344,0.8191211819648743,0.4760200083255768,0.7871817946434021
168,0.3811107575893402,0.8170303106307983,0.5559091567993164,0.7664999961853027
169,0.3829473853111267,0.8175908923149109,0.46771377325057983,0.788636326789856
170,0.3788183629512787,0.8189091086387634,0.4642077088356018,0.7919999957084656
171,0.3733004927635193,0.8224090933799744,0.47520017623901367,0.7880908846855164
172,0.37541717290878296,0.8193787932395935,0.4690144658088684,0.7897726893424988
173,0.37473782896995544,0.8195454478263855,0.492230623960495,0.784818172454834
174,0.3732799291610718,0.8207878470420837,0.48342135548591614,0.7895454168319702
175,0.37444618344306946,0.8208939433097839,0.47033026814460754,0.7884090542793274
176,0.3728925287723541,0.8217121362686157,0.4865243434906006,0.7951818108558655
177,0.37348079681396484,0.8218181729316711,0.5070930123329163,0.7818636298179626
178,0.37408876419067383,0.8196666836738586,0.4817143380641937,0.7895454168319702
179,0.37909626960754395,0.81980299949646,0.5283264517784119,0.7766817808151245
180,0.37454259395599365,0.818984866142273,0.4764024615287781,0.7953181862831116
181,0.37624239921569824,0.8187272548675537,0.4826495945453644,0.7911363244056702
182,0.37354445457458496,0.8208636045455933,0.483002632856369,0.7884999513626099
183,0.3695371448993683,0.8218787908554077,0.4896039366722107,0.7877727150917053
184,0.3691289722919464,0.8236212134361267,0.48598143458366394,0.788636326789856
185,0.3690371811389923,0.8215606212615967,0.49339374899864197,0.7855454087257385
186,0.36771222949028015,0.8235151767730713,0.47394299507141113,0.7948181629180908
187,0.3687564730644226,0.8240454792976379,0.4751845896244049,0.7932272553443909
188,0.36817023158073425,0.8234394192695618,0.507484495639801,0.784818172454834
189,0.3710535764694214,0.8227121233940125,0.4907855987548828,0.7789090871810913
190,0.3653132915496826,0.8231515288352966,0.48291197419166565,0.7941818237304688
191,0.366405189037323,0.8230909109115601,0.5182225108146667,0.783227264881134
192,0.3660687208175659,0.8237272500991821,0.4887712895870209,0.7885909080505371
193,0.36866381764411926,0.8222878575325012,0.5619367361068726,0.769318163394928
194,0.3664191961288452,0.8240454792976379,0.47777238488197327,0.791454553604126
195,0.36458927392959595,0.8255302906036377,0.521258533000946,0.7733635902404785
196,0.3655077815055847,0.8245000243186951,0.5031200647354126,0.7828636169433594
197,0.3687595725059509,0.8206060528755188,0.512783944606781,0.7841363549232483
198,0.3958790600299835,0.8129696846008301,0.48146748542785645,0.7850908637046814
199,0.36482712626457214,0.824833333492279,0.48861342668533325,0.7846817970275879
200,0.3663013279438019,0.825166642665863,0.4966457188129425,0.7864999771118164
