Epoch,Train Loss,Train Accuracy,Valid Loss,Valid Accuracy
1,3.9520370960235596,0.09078788012266159,3.3487746715545654,0.09099999815225601
2,3.145319700241089,0.11446969956159592,3.264287233352661,0.10940908640623093
3,2.735517978668213,0.15830302238464355,13.214597702026367,0.08940909057855606
4,1.7813198566436768,0.34156060218811035,1.8153505325317383,0.2985000014305115
5,1.5588274002075195,0.37843939661979675,3.148984670639038,0.12068181484937668
6,1.485651969909668,0.38777273893356323,3.6311166286468506,0.28395453095436096
7,1.472767949104309,0.38483333587646484,1.5780142545700073,0.3416818082332611
8,1.2614843845367432,0.4655757546424866,1.456745982170105,0.4257727265357971
9,1.0375597476959229,0.5391363501548767,1.2223259210586548,0.4763181805610657
10,0.9664005637168884,0.5634999871253967,1.089225172996521,0.5297272801399231
11,0.9043230414390564,0.5810303092002869,1.548902988433838,0.41836363077163696
12,0.8755602240562439,0.5901363492012024,0.9920269250869751,0.5310909152030945
13,0.8354583382606506,0.6011666655540466,1.5180832147598267,0.48168179392814636
14,0.8059364557266235,0.6079697012901306,1.2763510942459106,0.5100908875465393
15,0.9691905379295349,0.5616969466209412,1.5131828784942627,0.45136362314224243
16,0.8183472752571106,0.6036363840103149,0.9897170662879944,0.5371817946434021
17,0.7797883749008179,0.6183030009269714,0.9278884530067444,0.5720454454421997
18,0.7662283778190613,0.6225302815437317,0.9647140502929688,0.5670908689498901
19,0.7477757334709167,0.6288333535194397,3.2464585304260254,0.28422725200653076
20,0.7372162342071533,0.634348452091217,0.9022210836410522,0.5730454325675964
21,0.7350896000862122,0.637015163898468,0.7622442841529846,0.6248181462287903
22,0.7194932699203491,0.6459545493125916,0.7917351722717285,0.6248181462287903
23,0.7016189098358154,0.6562575697898865,0.7761989831924438,0.6309545040130615
24,0.6954735517501831,0.6632423996925354,0.7034825682640076,0.6562727093696594
25,0.6781176328659058,0.6732727289199829,0.8573225140571594,0.621681809425354
26,0.658164918422699,0.6877727508544922,0.8879728317260742,0.6532726883888245
27,0.6843788027763367,0.6847878694534302,1.0378540754318237,0.560772716999054
28,0.657615602016449,0.6853030323982239,0.7120932340621948,0.6563636064529419
29,0.6276001930236816,0.7062424421310425,0.6420445442199707,0.7049545049667358
30,0.6161847114562988,0.7179697155952454,0.8667259216308594,0.6511363387107849
31,0.604301393032074,0.7249394059181213,0.5953050851821899,0.7260454297065735
32,0.5877714157104492,0.7338030338287354,0.5829912424087524,0.73340904712677
33,0.5734211802482605,0.7426060438156128,0.546331524848938,0.7529999613761902
34,0.5645433068275452,0.7456212043762207,0.9622728824615479,0.6520000100135803
35,0.5527399778366089,0.750166654586792,0.6250585317611694,0.722318172454834
36,0.5570636987686157,0.7511060833930969,0.75875324010849,0.6664090752601624
37,0.5365712642669678,0.7579696774482727,0.6677943468093872,0.71345454454422
38,0.5298067331314087,0.7609090805053711,0.7071416974067688,0.692409098148346
39,0.523209810256958,0.7621666789054871,0.5848173499107361,0.7414090633392334
40,0.5206959247589111,0.7638787627220154,0.5204697847366333,0.761090874671936
41,0.5158812403678894,0.7652272582054138,0.5173486471176147,0.7653181552886963
42,0.5105294585227966,0.7646666765213013,1.010390281677246,0.6234545111656189
43,0.5067678093910217,0.767257571220398,0.5049160122871399,0.765681803226471
44,0.5073182582855225,0.7665302753448486,0.5909856557846069,0.7448181509971619
45,0.5011390447616577,0.7693939208984375,0.642452597618103,0.7218181490898132
46,0.5064600706100464,0.7689393758773804,0.7067910432815552,0.7116817831993103
47,0.4967622458934784,0.7724393606185913,0.7650045156478882,0.7021818161010742
48,0.4933584928512573,0.7738333344459534,0.5046975016593933,0.7694090604782104
49,0.4909059703350067,0.7726666331291199,0.4973331391811371,0.7725908756256104
50,0.48862460255622864,0.7771211862564087,0.5231459140777588,0.7539090514183044
51,0.48371416330337524,0.7765151262283325,0.5157495141029358,0.7632272243499756
52,0.4826519787311554,0.7769242525100708,0.5498501062393188,0.7509090900421143
53,0.4827229678630829,0.7762575745582581,0.5722880959510803,0.7415454387664795
54,0.481619656085968,0.7772424221038818,0.6002112030982971,0.7291818261146545
55,0.47438427805900574,0.781484842300415,0.5030157566070557,0.7642272710800171
56,0.47512364387512207,0.7800454497337341,0.4922405481338501,0.7711363434791565
57,0.47568902373313904,0.7811211943626404,1.3559454679489136,0.5962727069854736
58,0.4826224744319916,0.7755908966064453,0.47969838976860046,0.7791363596916199
59,0.4713769555091858,0.7820000052452087,0.5514184236526489,0.7499545216560364
60,0.46726834774017334,0.7833030223846436,0.7983536124229431,0.6815909147262573
61,0.46794846653938293,0.7824696898460388,0.5151129364967346,0.7627272605895996
62,0.46835857629776,0.7821817994117737,0.5246412754058838,0.7606363296508789
63,0.46513932943344116,0.7840151190757751,0.5652040839195251,0.7469545006752014
64,0.46409672498703003,0.7839999794960022,0.46201199293136597,0.7828181385993958
65,0.46113890409469604,0.7851969599723816,0.48052600026130676,0.7785454392433167
66,0.4606785178184509,0.7856969833374023,0.5077630281448364,0.7603636384010315
67,0.46100592613220215,0.7851060628890991,0.4914814829826355,0.7729090452194214
68,0.4653131067752838,0.7831969857215881,0.4722462594509125,0.779909074306488
69,0.45310917496681213,0.7868636250495911,0.4974130094051361,0.7680454254150391
70,0.4516105651855469,0.7878939509391785,0.47215524315834045,0.781318187713623
71,0.45299896597862244,0.787954568862915,0.5051126480102539,0.7687727212905884
72,0.4497234523296356,0.7888636589050293,0.5169373750686646,0.760772705078125
73,0.45113229751586914,0.7882423996925354,0.8197421431541443,0.6829999685287476
74,0.4488106667995453,0.7901818156242371,0.4688390791416168,0.7824999690055847
75,0.4482116401195526,0.7903030514717102,0.49835747480392456,0.7708635926246643
76,0.44910556077957153,0.788621187210083,0.47209033370018005,0.7815908789634705
77,0.4433404207229614,0.7913181781768799,0.45643672347068787,0.787363588809967
78,0.44548869132995605,0.791454553604126,0.5604907870292664,0.762363612651825
79,0.4450034499168396,0.79178786277771,0.47483256459236145,0.7791363596916199
80,0.43999186158180237,0.7953788042068481,0.5053051114082336,0.7679545283317566
81,0.44058123230934143,0.7939090728759766,0.4696839451789856,0.7825908660888672
82,0.4377301037311554,0.793833315372467,0.48004230856895447,0.7809999585151672
83,0.43914952874183655,0.793348491191864,0.4869455397129059,0.7766817808151245
84,0.43767625093460083,0.794772744178772,0.4835220277309418,0.779272735118866
85,0.43289387226104736,0.7988636493682861,0.5521116256713867,0.7472727298736572
86,0.4324232339859009,0.7987727522850037,0.6032764315605164,0.7260454297065735
87,0.4315691590309143,0.7960606217384338,0.4870104193687439,0.7802727222442627
88,0.4331591725349426,0.7973484992980957,0.49814388155937195,0.7640454173088074
89,0.43531733751296997,0.7951211929321289,0.4786824584007263,0.781318187713623
90,0.427574098110199,0.798575758934021,0.468811571598053,0.7856363654136658
91,0.4279061555862427,0.7975757718086243,0.5021871328353882,0.7740454077720642
92,0.427009254693985,0.7993030548095703,0.4873957931995392,0.7768181562423706
93,0.42583903670310974,0.8004242181777954,0.4644051790237427,0.7852272391319275
94,0.42760029435157776,0.7980454564094543,0.7243757247924805,0.7135909199714661
95,0.4272041618824005,0.7968939542770386,0.4726833999156952,0.7835454344749451
96,0.42270758748054504,0.7994848489761353,0.47180140018463135,0.7863636016845703
97,0.4233105778694153,0.8016363382339478,1.0045722723007202,0.6945454478263855
98,0.4210914969444275,0.8011817932128906,0.504199743270874,0.7749544978141785
99,0.42260095477104187,0.8011969923973083,0.8129804730415344,0.7094999551773071
100,0.42142820358276367,0.8014242649078369,0.4900944232940674,0.7784090638160706
101,0.4241204261779785,0.8004545569419861,0.5195936560630798,0.7694090604782104
102,0.41889718174934387,0.8018181920051575,0.469667911529541,0.7825454473495483
103,0.4197337329387665,0.8006666898727417,0.4951075613498688,0.7798635959625244
104,0.4167461395263672,0.8038333058357239,0.4772569537162781,0.7813636064529419
105,0.41809213161468506,0.8030151724815369,0.4585007131099701,0.786727249622345
106,0.4163466691970825,0.8037575483322144,0.46072062849998474,0.7901818156242371
107,0.4150272011756897,0.8022575974464417,0.4855330288410187,0.7732272744178772
108,0.4184357821941376,0.801742434501648,0.46886616945266724,0.78372722864151
109,0.4128679037094116,0.8042120933532715,0.4906061589717865,0.7785909175872803
110,0.4120660722255707,0.8061212301254272,0.46072548627853394,0.790681779384613
111,0.41137105226516724,0.8067272901535034,0.6126947402954102,0.7515000104904175
112,0.414361834526062,0.8055909276008606,0.46258747577667236,0.788954496383667
113,0.4116155505180359,0.8063787817955017,0.6158490180969238,0.7341363430023193
114,0.4097769558429718,0.8051211833953857,0.4595443904399872,0.787363588809967
115,0.40930798649787903,0.8067727088928223,0.5624395608901978,0.7565454244613647
116,0.408904105424881,0.8062121272087097,0.4784366190433502,0.7831363677978516
117,0.40773075819015503,0.807121217250824,0.5069310665130615,0.7778181433677673
118,0.404278427362442,0.8075606226921082,0.4884381890296936,0.7764999866485596
119,0.4077256917953491,0.8056666851043701,0.5309652090072632,0.7584545016288757
120,0.4050694704055786,0.8080909252166748,0.463176429271698,0.7879545092582703
121,0.4046746790409088,0.8073939085006714,0.4641587436199188,0.7887272238731384
122,0.4032347500324249,0.8082878589630127,0.4937077760696411,0.7721363306045532
123,0.4016564190387726,0.8096212148666382,0.4575233459472656,0.7854090929031372
124,0.4034956097602844,0.8072575926780701,0.47516560554504395,0.781818151473999
125,0.4045727252960205,0.8079545497894287,0.46570494771003723,0.7879999876022339
126,0.402609646320343,0.8089242577552795,0.46376919746398926,0.7856817841529846
127,0.40187662839889526,0.8068484663963318,0.4940669536590576,0.7771818041801453
128,0.40257078409194946,0.8068484663963318,0.49418193101882935,0.7821363210678101
129,0.39958176016807556,0.8084242343902588,0.46204957365989685,0.7894545197486877
130,0.39629828929901123,0.8097575902938843,0.4666527509689331,0.7914999723434448
131,0.3992020785808563,0.8104090690612793,0.49939340353012085,0.7741363644599915
132,0.4002127945423126,0.810590922832489,0.5189173221588135,0.7735454440116882
133,0.39727750420570374,0.8097575902938843,0.4983990788459778,0.7803181409835815
134,0.3973795473575592,0.8099696636199951,0.47300654649734497,0.7838181853294373
135,0.39312970638275146,0.8117424249649048,0.45418038964271545,0.7957727313041687
136,0.3954520523548126,0.8122878670692444,0.46378815174102783,0.7895454168319702
137,0.3961411416530609,0.8114696741104126,0.46784794330596924,0.7886818051338196
138,0.39649343490600586,0.8116211891174316,0.4805462062358856,0.7860454320907593
139,0.397403746843338,0.8096818327903748,0.46306219696998596,0.7849090695381165
140,0.39509379863739014,0.8110303282737732,0.48939234018325806,0.7814545035362244
141,0.39317265152931213,0.8123636245727539,0.46090883016586304,0.7941818237304688
142,0.3915393352508545,0.8129394054412842,0.49268656969070435,0.7844090461730957
143,0.3920660614967346,0.8119090795516968,0.467865914106369,0.7897272706031799
